808,7837
615,4937
422,3268
229,1712
36,271
843,6726
650,4911
457,4406
264,2008
71,718
878,6947
685,5210
492,3829
299,2349
106,732
913,8197
720,6332
527,3898
334,2713
141,1005
948,7382
755,5904
562,4639
369,2707
176,1247
983,8840
790,6975
597,4491
404,2903
211,1606
18,214
825,7421
632,4665
439,3855
246,2292
53,374
860,8045
667,5809
474,3467
281,2444
88,613
895,7829
702,5720
509,3904
316,2338
123,865
930,7604
737,5537
544,4855
351,2510
158,1121
965,8852
772,6445
579,4346
386,2978
193,1430
1000,7892
807,6153
614,4685
421,4364
228,1629
35,350
842,6936
649,5654
456,3508
263,2411
70,494
877,7585
684,6090
491,3610
298,2323
105,748
912,7198
719,5860
526,4760
333,2395
140,1252
947,8324
754,5729
561,4519
368,3273
175,1245
982,8104
789,6340
596,5686
403,2917
210,1495
17,141
824,6844
631,4746
438,3933
245,1757
52,499
859,6561
666,5181
473,3487
280,2003
87,629
894,7756
701,5582
508,3754
315,2342
122,865
929,7287
736,5834
543,4881
350,2524
157,1457
964,8644
771,5979
578,4449
385,2995
192,1357
999,8115
806,6853
613,5135
420,3042
227,1905
34,245
841,6988
648,5557
455,3306
262,1925
69,486
876,7571
683,6378
490,4101
297,2262
104,823
911,7010
718,5532
525,4447
332,2371
139,1264
946,8195
753,6646
560,4121
367,3199
174,1220
981,7739
788,6447
595,5067
402,2895
209,1922
16,129
823,7225
630,4843
437,3458
244,1823
51,368
858,7274
665,5899
472,3429
279,2574
86,606
893,6772
700,6167
507,4261
314,2245
121,1028
928,7438
735,5577
542,5230
349,3191
156,1090
963,8136
770,6674
577,4953
384,2785
191,1475
998,8852
805,6143
612,4564
419,3850
226,1601
33,269
840,7463
647,4815
454,3489
261,2192
68,486
875,7632
682,5332
489,3629
296,2669
103,774
910,7840
717,6352
524,3832
331,2549
138,972
945,7499
752,5774
559,4843
366,2635
173,1231
980,9435
787,6226
594,4731
401,3075
208,1562
15,157
822,6853
629,4733
436,3159
243,1941
50,359
857,7473
664,6251
471,4094
278,2156
85,606
892,7641
699,5812
506,3770
313,2301
120,843
927,8269
734,5659
541,4570
348,2588
155,1279
962,7971
769,5928
576,4452
383,3038
190,1356
997,7926
804,6371
611,4821
418,3260
225,1610
32,331
839,7032
646,5308
453,3378
260,2341
67,488
874,7844
681,6513
488,3851
295,2126
102,768
909,7401
716,6216
523,4338
330,2910
137,991
944,8419
751,6662
558,4338
365,2750
172,1393
979,8184
786,6299
593,4679
400,3356
207,1451
14,159
821,7130
628,5157
435,3958
242,1765
49,354
856,7238
663,5571
470,4228
277,1971
84,691
891,7984
698,5461
505,4626
312,2732
119,833
926,8439
733,6956
540,4093
347,3190
154,1573
961,7901
768,6568
575,4275
382,3694
189,1418
996,8058
803,7092
610,4751
417,4337
224,1610
31,242
838,7300
645,4924
452,3631
259,2340
66,700
873,7722
680,6327
487,3868
294,2220
101,714
908,7533
715,5609
522,4392
329,2592
136,1088
943,8099
750,5867
557,5648
364,2627
171,1310
978,9293
785,7090
592,4817
399,3249
206,1611
13,136
820,7534
627,5173
434,3439
241,1919
48,483
855,8460
662,5476
469,3427
276,2274
83,593
890,7110
697,5817
504,4273
311,2219
118,1457
925,7570
732,5566
539,4107
346,3069
153,1077
960,7862
767,6225
574,5428
381,3692
188,1404
995,8345
802,6925
609,5737
416,3568
223,1863
30,328
837,6620
644,4988
451,3737
258,2090
65,478
872,7231
679,5972
486,3570
293,2088
100,693
907,7357
714,6019
521,4397
328,2795
135,1067
942,9008
749,7965
556,5372
363,2833
170,1228
977,8911
784,7244
591,4662
398,3356
205,1769
12,124
819,6824
626,5467
433,3963
240,1784
47,505
854,6620
661,5106
468,4085
275,2410
82,670
889,8047
696,6029
503,3805
310,2560
117,868
924,7431
731,5759
538,4540
345,3102
152,1068
959,8133
766,6515
573,5191
380,3368
187,1456
994,8297
801,6588
608,5638
415,3317
222,1906
29,281
836,7265
643,5046
450,3560
257,2136
64,459
871,7891
678,5775
485,3980
292,2289
99,747
906,7102
713,5895
520,4274
327,2784
134,1099
941,8198
748,7055
555,4728
362,2830
169,1343
976,8216
783,6557
590,4594
397,3506
204,1538
11,105
818,8280
625,4959
432,3500
239,2536
46,337
853,7764
660,6198
467,4086
274,1962
81,588
888,7226
695,5654
502,3884
309,2658
116,810
923,7847
730,6303
537,5275
344,2748
151,1387
958,8707
765,6399
572,4683
379,3090
186,1649
993,8402
800,6507
607,4642
414,3254
221,1654
28,221
835,7098
642,5202
449,3525
256,2003
63,451
870,8200
677,6516
484,3672
291,2850
98,941
905,7304
712,5848
519,4056
326,3861
133,975
940,7601
747,5871
554,4660
361,3305
168,1185
975,8673
782,7324
589,5156
396,2907
203,1814
10,97
817,7086
624,5856
431,3247
238,2138
45,331
852,6964
659,5010
466,4512
273,2293
80,732
887,8053
694,5492
501,5322
