808,5470
615,3487
422,2187
229,1643
36,202
843,5333
650,3363
457,3110
264,1579
71,470
878,4633
685,4125
492,2875
299,1529
106,535
913,5208
720,3986
527,2705
334,1778
141,725
948,5051
755,4968
562,2905
369,1888
176,1019
983,6167
790,4470
597,3254
404,2457
211,1110
18,117
825,4392
632,3745
439,2261
246,1626
53,282
860,4849
667,3466
474,3153
281,1434
88,569
895,4723
702,4532
509,2962
316,1599
123,628
930,5042
737,4653
544,2804
351,1840
158,802
965,5492
772,5046
579,3001
386,2940
193,983
1000,6298
807,4600
614,3158
421,2747
228,1154
35,195
842,4419
649,3875
456,2330
263,2065
70,510
877,4705
684,4244
491,2836
298,1720
105,540
912,5787
719,3761
526,2718
333,2006
140,710
947,5692
754,3946
561,3905
368,1881
175,1268
982,5309
789,4208
596,3655
403,2065
210,1254
17,109
824,4945
631,3341
438,2499
245,1256
52,376
859,4529
666,3880
473,2603
280,1446
87,482
894,4829
701,4331
508,2821
315,1660
122,667
929,5443
736,4502
543,2796
350,2115
157,951
964,6443
771,4063
578,2999
385,2424
192,974
999,6478
806,4382
613,3186
420,2553
227,1458
34,187
841,5621
648,3861
455,2334
262,1329
69,357
876,5318
683,4393
490,2522
297,1912
104,537
911,5823
718,3731
525,3092
332,1685
139,709
946,5404
753,3930
560,3479
367,1876
174,985
981,5226
788,4416
595,3685
402,2052
209,1239
16,106
823,4938
630,3265
437,2753
244,1353
51,377
858,4523
665,3453
472,2415
279,1700
86,446
893,5592
700,3655
507,2599
314,1710
121,749
928,6453
735,3882
542,3411
349,2395
156,914
963,7006
770,4652
577,3913
384,2500
191,986
998,5501
805,5304
612,3614
419,2146
226,1395
33,189
840,5107
647,3340
454,3060
261,1329
68,512
875,4629
682,3872
489,2810
296,1510
103,543
910,5069
717,4149
524,2698
331,1875
138,705
945,5206
752,4864
559,2910
366,2368
173,915
980,5545
787,4602
594,3256
401,2355
208,1181
15,125
822,5261
629,3673
436,3066
243,1711
50,389
857,4532
664,3917
471,3146
278,1428
85,712
892,5113
699,3945
506,3277
313,1645
120,832
927,5225
734,4179
541,4014
348,2122
155,1216
962,5159
769,4534
576,3536
383,1967
190,1127
997,6158
804,4246
611,3553
418,2405
225,1335
32,180
839,5242
646,4354
453,2483
260,1625
67,358
874,5672
681,3968
488,2673
295,2000
102,531
909,5513
716,4428
523,2981
330,1824
137,721
944,6154
751,4007
558,2967
365,2444
172,872
979,6374
786,5238
593,3136
400,2687
207,1037
14,143
821,4423
628,3718
435,2430
242,1219
49,259
856,5459
663,4501
470,2420
277,1772
84,629
891,5665
698,3758
505,2753
312,1579
119,609
926,5504
733,4076
540,2796
347,1873
154,812
961,6087
768,4162
575,3211
382,1955
189,965
996,6634
803,4843
610,3437
417,2564
224,1146
31,181
838,4489
645,4120
452,2312
259,1561
66,398
873,5881
680,3708
487,2502
294,1604
101,515
908,5411
715,3746
522,3682
329,1665
136,852
943,5138
750,3989
557,3704
364,2148
171,1140
978,6284
785,4291
592,3209
399,2184
206,1051
13,93
820,5079
627,4787
434,2221
241,1489
48,269
855,5324
662,3427
469,2570
276,1546
83,486
890,5058
697,4322
504,2826
311,1575
118,611
925,4885
732,3818
539,3000
346,1894
153,782
960,5134
767,4643
574,3516
381,2426
188,1363
995,5322
802,4313
609,3861
416,2141
223,1438
30,278
837,4978
644,3332
451,2669
258,1303
65,352
872,5082
679,3751
486,2807
293,1489
100,732
907,4925
714,4028
521,4303
328,1677
135,729
942,5613
749,3986
556,3308
363,2560
170,902
977,6018
784,4686
591,3049
398,2885
205,1116
12,85
819,4328
626,5104
433,2261
240,1228
47,258
854,5073
661,4821
468,2398
275,1861
82,421
889,5438
696,3622
503,2688
310,1574
117,602
924,5981
731,3822
538,3051
345,2031
152,779
959,5891
766,4377
573,3109
380,2124
187,1066
994,6067
801,4613
608,3595
415,2408
222,1128
29,310
836,4691
643,3401
450,2721
257,1403
64,384
871,4731
678,3839
485,2965
292,1523
99,740
906,5199
713,4023
520,3510
327,1711
134,890
941,5845
748,4093
555,3181
362,2533
169,1035
976,6110
783,4988
590,3120
397,2586
204,1028
11,127
818,4512
625,3677
432,2271
239,1428
46,252
853,4695
660,3910
467,2871
274,1534
81,581
888,5611
695,4196
502,2967
309,1693
116,598
923,6025
730,4136
537,3106
344,2591
151,926
958,6142
765,5175
572,2954
379,2249
186,1242
993,5327
800,4839
607,3828
414,2811
221,1418
28,191
835,4429
642,3998
449,2666
256,1447
63,334
870,5506
677,4602
484,2481
291,1762
98,507
905,5245
712,5133
519,2659
326,1672
133,679
940,5746
747,4538
554,2998
361,2100
168,1027
975,5318
782,5174
589,3319
396,2037
203,1232
10,81
817,5121
624,3235
431,2514
238,1295
45,250
852,6156
659,3412
466,2599
273,1460
80,576
887,4960
694,4297
501,3111
