808,8638
615,6450
422,4329
229,1935
36,433
843,8850
650,5969
457,4572
264,2494
71,570
878,8302
685,6264
492,4735
299,2657
106,1114
913,8727
720,6977
527,4600
334,2985
141,1287
948,9007
755,6866
562,4782
369,3250
176,1419
983,9068
790,7009
597,5220
404,4065
211,1712
18,192
825,7808
632,5398
439,3839
246,2648
53,424
860,8432
667,7150
474,4079
281,2607
88,923
895,8206
702,6932
509,4486
316,3602
123,1179
930,8472
737,6711
544,4940
351,4152
158,1368
965,8733
772,6943
579,5091
386,4009
193,1572
1000,9469
807,8060
614,6135
421,3677
228,1855
35,304
842,7336
649,5985
456,4330
263,2136
70,838
877,9295
684,6991
491,4123
298,2576
105,852
912,7986
719,6826
526,5087
333,2957
140,1356
947,9384
754,7278
561,4884
368,3182
175,1551
982,9549
789,8272
596,5381
403,3393
210,2243
17,164
824,7876
631,6358
438,3869
245,2545
52,889
859,8218
666,6619
473,4235
280,2995
87,849
894,8653
701,6941
508,4743
315,2589
122,1063
929,8721
736,6541
543,5106
350,3425
157,1279
964,9811
771,7363
578,6091
385,3393
192,1555
999,10609
806,7774
613,6023
420,3605
227,1856
34,388
841,8239
648,6192
455,4563
262,2225
69,576
876,8117
683,6002
490,4381
297,2812
104,837
911,8886
718,7945
525,4443
332,2721
139,1346
946,8639
753,7317
560,4745
367,3286
174,1472
981,8749
788,6995
595,5354
402,4212
209,1700
16,179
823,7360
630,5982
437,3812
244,2079
51,423
858,8481
665,6683
472,4180
279,2449
86,686
893,8438
700,6137
507,5018
314,2662
121,1049
928,9686
735,7039
542,4646
349,2988
156,1390
963,9519
770,6761
577,5116
384,4310
191,1545
998,9492
805,7005
612,5355
419,3679
226,1832
33,306
840,9633
647,5679
454,3877
261,2400
68,545
875,8540
682,6975
489,4180
296,2425
103,969
910,8103
717,6511
524,4449
331,3167
138,1159
945,8787
752,7863
559,5979
366,3025
173,1519
980,9606
787,7478
594,5310
401,3354
208,1901
15,176
822,8794
629,6024
436,3621
243,2113
50,410
857,8096
664,5948
471,4827
278,2273
85,849
892,9109
699,6223
506,4432
313,2831
120,956
927,8672
734,6645
541,6008
348,3426
155,1253
962,10302
769,7916
576,5002
383,3170
190,1692
997,9588
804,7303
611,5197
418,3994
225,2336
32,274
839,8599
646,6519
453,3817
260,2770
67,551
874,7836
681,6123
488,4251
295,2645
102,966
909,9173
716,8109
523,4789
330,2771
137,1413
944,9241
751,7093
558,4742
365,3174
172,1425
979,9692
786,8123
593,5204
400,3977
207,2337
14,142
821,8590
628,6760
435,3643
242,2610
49,400
856,7697
663,6065
470,4291
277,2257
84,670
891,9416
698,7067
505,4232
312,2558
119,950
926,8735
733,6444
540,4583
347,3189
154,1246
961,9216
768,6916
575,4930
382,3310
189,1979
996,9827
803,8556
610,5216
417,3876
224,2370
31,268
838,8536
645,6506
452,3770
259,2356
66,541
873,8117
680,6569
487,4212
294,2605
101,819
908,9255
715,7951
522,4823
329,2684
136,1537
943,9306
750,6937
557,4795
364,3137
171,1608
978,9513
785,7835
592,5065
399,3480
206,1678
13,209
820,7934
627,5870
434,3661
241,2198
48,401
855,7721
662,5989
469,5158
276,2250
83,994
890,8949
697,6068
504,4454
311,2552
118,950
925,8427
732,6389
539,4742
346,3709
153,1230
960,9312
767,6622
574,5229
381,3931
188,1527
995,9934
802,8155
609,5415
416,4075
223,1883
30,388
837,8811
644,6612
451,4259
258,3033
65,530
872,8377
679,6024
486,4689
293,2779
100,904
907,8435
714,6960
521,4685
328,3097
135,1387
942,9021
749,7757
556,5130
363,3176
170,1476
977,9194
784,7889
591,5238
398,3345
205,2137
12,123
819,7844
626,6414
433,3757
240,1959
47,381
854,7607
661,5728
468,4335
275,2453
82,725
889,10467
696,6541
503,4360
310,2523
117,1330
924,8869
731,6440
538,4651
345,3162
152,1571
959,9282
766,6855
573,5290
380,3334
187,1523
994,9136
801,7200
608,5696
415,3990
222,1812
29,269
836,7884
643,5929
450,3901
257,2571
64,515
871,7998
678,6254
485,4911
292,2373
99,982
906,9010
713,6540
520,4421
327,2817
134,1099
941,8774
748,6481
555,5245
362,3637
169,1363
976,9934
783,7380
590,6224
397,3300
204,1741
11,116
818,7634
625,5764
432,4718
239,1948
46,541
853,8411
660,5755
467,4315
274,3442
81,745
888,8451
695,7378
502,4708
309,2616
116,1439
923,8654
730,6556
537,4905
344,2873
151,1223
958,9063
765,6997
572,5461
379,3643
186,1512
993,10146
800,7520
607,6206
414,3551
221,1805
28,234
835,7354
642,5535
449,4061
256,2385
63,518
870,9261
677,7484
484,4213
291,2441
98,935
905,8337
712,6210
519,4596
326,2688
133,1070
940,8947
747,6934
554,5137
361,3556
168,1347
975,9554
782,7746
589,5656
396,3286
203,1665
10,104
817,7935
624,5966
431,3782
238,2297
45,371
852,7952
659,6067
466,4797
273,2223
80,812
887,8964
694,6457
501,4176
