16808,77630
33615,156273
50422,231838
67229,325638
84036,407283
843,3800
17650,81147
34457,155860
51264,232570
68071,316153
84878,399539
1685,7217
18492,81257
35299,160097
52106,235386
68913,327258
85720,411168
2527,10969
19334,87218
36141,165582
52948,239865
69755,327301
86562,411347
3369,14974
20176,91112
36983,169901
53790,243556
70597,331470
87404,415302
4211,17950
21018,93912
37825,170305
54632,242283
71439,333045
88246,425252
5053,23207
21860,99284
38667,176538
55474,246744
72281,340005
89088,426772
5895,27911
22702,102666
39509,179925
56316,258656
73123,334157
89930,431228
6737,30127
23544,107773
40351,182958
57158,253615
73965,343671
90772,427892
7579,33597
24386,110821
41193,185237
58000,267681
74807,347741
91614,421269
8421,39564
25228,112685
42035,193260
58842,266396
75649,421389
92456,447446
9263,43089
26070,122876
42877,207380
59684,271120
76491,366174
93298,472524
10105,47257
26912,129813
43719,211149
60526,314930
77333,411505
94140,481234
10947,58603
27754,142972
44561,207703
61368,303653
78175,370376
94982,484571
11789,55082
28596,131463
45403,210897
62210,309429
79017,398971
95824,437670
12631,56085
29438,134281
46245,210507
63052,300371
79859,371631
96666,446041
13473,65072
30280,138391
47087,229977
63894,311554
80701,398522
97508,472643
14315,69482
31122,151215
47929,220123
64736,308563
81543,392270
98350,456056
15157,71810
31964,148054
48771,221465
65578,314826
82385,402041
99192,455822
15999,78057
32806,163534
49613,230030
66420,326945
83227,405375
34,160
16841,74789
33648,158681
50455,238457
67262,319259
84069,411475
876,3671
17683,79121
34490,165264
51297,234483
68104,316272
84911,397643
1718,8996
18525,85913
35332,173457
52139,240621
68946,328865
85753,418340
2560,13207
19367,89136
36174,174879
52981,267634
69788,345809
86595,427776
3402,17794
20209,98842
37016,176795
53823,249041
70630,360289
87437,421160
4244,19214
21051,101594
37858,183667
54665,258005
71472,331162
88279,418386
5086,23506
21893,100415
38700,179392
55507,253347
72314,334668
89121,425481
5928,27661
22735,103646
39542,181480
56349,261507
73156,346510
89963,429060
6770,30630
23577,108370
40384,181511
57191,269604
73998,338806
90805,453622
7612,35677
24419,112501
41226,186545
58033,275634
74840,346806
91647,428306
8454,37188
25261,121342
42068,197607
58875,277040
75682,350014
92489,435338
9296,40812
26103,130937
42910,200853
59717,300202
76524,390378
93331,446051
10138,44702
26945,133414
43752,203044
60559,300216
77366,395920
94173,461893
10980,58232
27787,139436
44594,210699
61401,298436
78208,356900
95015,433577
11822,53485
28629,135071
45436,207957
62243,291306
79050,360269
95857,462133
12664,57556
29471,133806
46278,209212
63085,299188
79892,370557
96699,470052
13506,62379
30313,139626
47120,217043
63927,297928
80734,381845
97541,447551
14348,64560
31155,144400
47962,216379
64769,302536
81576,370008
98383,474751
15190,68472
31997,145993
48804,224674
65611,320494
82418,391877
99225,457250
16032,71905
32839,154700
49646,224057
66453,310788
83260,376841
67,309
16874,75875
33681,154239
50488,232441
67295,320598
84102,381219
909,3812
17716,80737
34523,158419
51330,233413
68137,319057
84944,386583
1751,8057
18558,85087
35365,160294
52172,236119
68979,321446
85786,392120
2593,12476
19400,88399
36207,166478
53014,243862
69821,329238
86628,405171
3435,14541
20242,92292
37049,166253
53856,243373
70663,329754
87470,421999
4277,19656
21084,94867
37891,172792
54698,249508
71505,339600
88312,427410
5119,24461
21926,100277
38733,176613
55540,254122
72347,329878
89154,427525
5961,27763
22768,102526
39575,179549
56382,251916
73189,343305
89996,432628
6803,32050
23610,108138
40417,184551
57224,272417
74031,343648
90838,446511
7645,34606
24452,114663
41259,193172
58066,280380
74873,341119
91680,444070
8487,38934
25294,113541
42101,193234
58908,271552
75715,345117
92522,452273
9329,42915
26136,117893
42943,193810
59750,271007
76557,351404
93364,449955
10171,44973
26978,122174
43785,200767
60592,281345
